timestamp,object,message
2026-06-13T13:06:55.721Z,redis-server,1:M 13 Jun 2026 13:06:55.717 * <ReJSON> Exported RedisJSON_V3 API
2026-06-13T13:06:55.721Z,redis-server,1:M 13 Jun 2026 13:06:55.717 * <ReJSON> Exported RedisJSON_V4 API
2026-06-13T13:06:55.721Z,redis-server,1:M 13 Jun 2026 13:06:55.717 * <ReJSON> Exported RedisJSON_V5 API
2026-06-13T13:06:55.721Z,redis-server,1:M 13 Jun 2026 13:06:55.717 * <ReJSON> Exported RedisJSON_V6 API
2026-06-13T13:06:55.721Z,redis-server,1:M 13 Jun 2026 13:06:55.717 * <ReJSON> Exported RedisJSON_V7 API
2026-06-13T13:06:55.721Z,redis-server,1:M 13 Jun 2026 13:06:55.717 * <ReJSON> Enabled diskless replication
2026-06-13T13:06:55.721Z,redis-server,"1:M 13 Jun 2026 13:06:55.717 * <ReJSON> Initialized shared string cache, thread safe: true."
2026-06-13T13:06:55.721Z,redis-server,1:M 13 Jun 2026 13:06:55.717 * Module 'ReJSON' loaded from /usr/local/lib/redis/modules//rejson.so
2026-06-13T13:06:55.721Z,redis-server,1:M 13 Jun 2026 13:06:55.717 * <search> Acquired RedisJSON_V7 API
2026-06-13T13:06:55.725Z,redis-server,1:M 13 Jun 2026 13:06:55.724 * Server initialized
2026-06-13T13:06:55.725Z,redis-server,1:M 13 Jun 2026 13:06:55.724 * Ready to accept connections tcp
2026-06-13T13:06:55.725Z,redis-server,1:M 13 Jun 2026 13:06:55.724 # WARNING: Redis does not require authentication and is not protected by network restrictions. Redis will accept connections from any IP address on any network interface.
2026-06-13T13:18:22.948Z,redis-server,1:signal-handler (1781356702) Received SIGTERM scheduling shutdown...
2026-06-13T13:18:22.978Z,redis-server,1:M 13 Jun 2026 13:18:22.977 * User requested shutdown...
2026-06-13T13:18:22.979Z,redis-server,1:M 13 Jun 2026 13:18:22.978 * Saving the final RDB snapshot before exiting.
2026-06-13T13:18:23.038Z,redis-server,"1:M 13 Jun 2026 13:18:23.038 * BGSAVE done, 0 keys saved, 0 keys skipped, 88 bytes written."
2026-06-13T13:18:23.049Z,redis-server,1:M 13 Jun 2026 13:18:23.048 * DB saved on disk
2026-06-13T13:18:23.049Z,redis-server,"1:M 13 Jun 2026 13:18:23.049 # Redis is now ready to exit, bye bye..."
2026-06-26T02:14:30.301Z,ledger-service,[internal] load build definition from Dockerfile
2026-06-26T02:14:30.301Z,api-gateway,[internal] load build definition from Dockerfile
2026-06-26T02:14:30.318Z,ledger-service,[internal] load build definition from Dockerfile
2026-06-26T02:14:30.318Z,api-gateway,[internal] load build definition from Dockerfile
2026-06-26T02:14:30.470Z,ledger-service,transferring (532 bytes)
2026-06-26T02:14:30.470Z,api-gateway,transferring (532 bytes)
2026-06-26T02:14:30.546Z,ledger-service,[internal] load metadata for docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine
2026-06-26T02:14:30.546Z,ledger-service,[internal] load metadata for docker.io/library/eclipse-temurin:17-jre-alpine
2026-06-26T02:14:30.546Z,api-gateway,[internal] load metadata for docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine
2026-06-26T02:14:30.547Z,api-gateway,[internal] load metadata for docker.io/library/eclipse-temurin:17-jre-alpine
2026-06-26T02:14:36.112Z,ledger-service,[internal] load .dockerignore
2026-06-26T02:14:36.112Z,ledger-service,[internal] load .dockerignore
2026-06-26T02:14:36.112Z,api-gateway,[internal] load .dockerignore
2026-06-26T02:14:36.112Z,api-gateway,[internal] load .dockerignore
2026-06-26T02:14:36.298Z,ledger-service,[internal] load build context
2026-06-26T02:14:36.298Z,ledger-service,[build 1/6] FROM docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine@sha256:5c7d067bfb5c9ac7724376950f68d0bcb7d869806476bdfed37ab0be2299177c
2026-06-26T02:14:36.298Z,ledger-service,[stage-1 1/3] FROM docker.io/library/eclipse-temurin:17-jre-alpine@sha256:02320dd4ce20e243dfb915c686089cf9315c763084fafbb12d5c9993aee18b57
2026-06-26T02:14:36.298Z,api-gateway,[build 1/6] FROM docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine@sha256:5c7d067bfb5c9ac7724376950f68d0bcb7d869806476bdfed37ab0be2299177c
2026-06-26T02:14:36.298Z,api-gateway,[stage-1 1/3] FROM docker.io/library/eclipse-temurin:17-jre-alpine@sha256:02320dd4ce20e243dfb915c686089cf9315c763084fafbb12d5c9993aee18b57
2026-06-26T02:14:36.300Z,api-gateway,[internal] load build context
2026-06-26T02:14:36.423Z,ledger-service,resolve docker.io/library/eclipse-temurin:17-jre-alpine@sha256:02320dd4ce20e243dfb915c686089cf9315c763084fafbb12d5c9993aee18b57
2026-06-26T02:14:36.423Z,ledger-service,resolve docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine@sha256:5c7d067bfb5c9ac7724376950f68d0bcb7d869806476bdfed37ab0be2299177c
2026-06-26T02:14:36.423Z,api-gateway,resolve docker.io/library/eclipse-temurin:17-jre-alpine@sha256:02320dd4ce20e243dfb915c686089cf9315c763084fafbb12d5c9993aee18b57
2026-06-26T02:14:36.423Z,api-gateway,resolve docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine@sha256:5c7d067bfb5c9ac7724376950f68d0bcb7d869806476bdfed37ab0be2299177c
2026-06-26T02:14:36.430Z,ledger-service,[build 1/6] FROM docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine@sha256:5c7d067bfb5c9ac7724376950f68d0bcb7d869806476bdfed37ab0be2299177c
2026-06-26T02:14:36.430Z,ledger-service,[stage-1 1/3] FROM docker.io/library/eclipse-temurin:17-jre-alpine@sha256:02320dd4ce20e243dfb915c686089cf9315c763084fafbb12d5c9993aee18b57
2026-06-26T02:14:36.430Z,ledger-service,[build 1/6] FROM docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine@sha256:5c7d067bfb5c9ac7724376950f68d0bcb7d869806476bdfed37ab0be2299177c
2026-06-26T02:14:36.430Z,ledger-service,[internal] load build context
2026-06-26T02:14:36.430Z,ledger-service,[stage-1 1/3] FROM docker.io/library/eclipse-temurin:17-jre-alpine@sha256:02320dd4ce20e243dfb915c686089cf9315c763084fafbb12d5c9993aee18b57
2026-06-26T02:14:36.430Z,api-gateway,[build 1/6] FROM docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine@sha256:5c7d067bfb5c9ac7724376950f68d0bcb7d869806476bdfed37ab0be2299177c
2026-06-26T02:14:36.430Z,api-gateway,[stage-1 1/3] FROM docker.io/library/eclipse-temurin:17-jre-alpine@sha256:02320dd4ce20e243dfb915c686089cf9315c763084fafbb12d5c9993aee18b57
2026-06-26T02:14:36.430Z,api-gateway,[build 1/6] FROM docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine@sha256:5c7d067bfb5c9ac7724376950f68d0bcb7d869806476bdfed37ab0be2299177c
2026-06-26T02:14:36.430Z,api-gateway,[internal] load build context
2026-06-26T02:14:36.430Z,api-gateway,[stage-1 1/3] FROM docker.io/library/eclipse-temurin:17-jre-alpine@sha256:02320dd4ce20e243dfb915c686089cf9315c763084fafbb12d5c9993aee18b57
2026-06-26T02:14:36.697Z,api-gateway,transferring (5695 bytes)
2026-06-26T02:14:36.807Z,ledger-service,transferring (27141 bytes)
2026-06-26T02:14:37.228Z,ledger-service,[stage-1 1/3] FROM docker.io/library/eclipse-temurin:17-jre-alpine@sha256:02320dd4ce20e243dfb915c686089cf9315c763084fafbb12d5c9993aee18b57
2026-06-26T02:14:37.228Z,api-gateway,[stage-1 1/3] FROM docker.io/library/eclipse-temurin:17-jre-alpine@sha256:02320dd4ce20e243dfb915c686089cf9315c763084fafbb12d5c9993aee18b57
2026-06-26T02:14:39.068Z,ledger-service,[build 1/6] FROM docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine@sha256:5c7d067bfb5c9ac7724376950f68d0bcb7d869806476bdfed37ab0be2299177c
2026-06-26T02:14:39.068Z,api-gateway,[build 1/6] FROM docker.io/library/maven:3.8.8-eclipse-temurin-17-alpine@sha256:5c7d067bfb5c9ac7724376950f68d0bcb7d869806476bdfed37ab0be2299177c
2026-06-26T02:14:40.695Z,ledger-service,sha256:bb5bb06f25c55e382a04c0a0ba3681a1f392b0894814fcd6dfc7ec27615aad47 (2281/2281)
2026-06-26T02:14:40.695Z,api-gateway,sha256:bb5bb06f25c55e382a04c0a0ba3681a1f392b0894814fcd6dfc7ec27615aad47 (2281/2281)
2026-06-26T02:14:40.710Z,ledger-service,sha256:4f9b826e558088052ee5d0b1ffe535bfebc159275ee5601967839346cebfe243 (128/128)
2026-06-26T02:14:40.710Z,api-gateway,sha256:4f9b826e558088052ee5d0b1ffe535bfebc159275ee5601967839346cebfe243 (128/128)
2026-06-26T02:14:41.647Z,ledger-service,sha256:64f3195d8bdd8ee99ecf37259027c679b512a94c32c26bc7e461556da58f8d99 (734/734)
2026-06-26T02:14:41.647Z,api-gateway,sha256:64f3195d8bdd8ee99ecf37259027c679b512a94c32c26bc7e461556da58f8d99 (734/734)
2026-06-26T02:14:45.779Z,ledger-service,sha256:ce2d20b0635d918a1d984781f811fcdfd963a80662d666ff4ef37cfd716e8061 (859/859)
2026-06-26T02:14:45.779Z,api-gateway,sha256:ce2d20b0635d918a1d984781f811fcdfd963a80662d666ff4ef37cfd716e8061 (859/859)
2026-06-26T02:14:46.927Z,ledger-service,sha256:e6f31ffc071e5560b82a8685fba8214954e5721e3e49269d00958316edbe89fe (3844421/3844421)
2026-06-26T02:14:46.927Z,api-gateway,sha256:e6f31ffc071e5560b82a8685fba8214954e5721e3e49269d00958316edbe89fe (3844421/3844421)
2026-06-26T02:14:47.069Z,ledger-service,sha256:402442a8fab415a3a155f4f7b7b66d40d324a13fb6331206a38c4af3c6d49ca6 (355/355)
2026-06-26T02:14:47.069Z,api-gateway,sha256:402442a8fab415a3a155f4f7b7b66d40d324a13fb6331206a38c4af3c6d49ca6 (355/355)
2026-06-26T02:14:47.510Z,ledger-service,extracting
2026-06-26T02:14:47.510Z,api-gateway,extracting
2026-06-26T02:14:49.971Z,ledger-service,sha256:16fad29c4b5d31315e02a4d21dc709f0dea3564380c037019429e42c2ba9e925 (165/165)
2026-06-26T02:14:49.971Z,api-gateway,sha256:16fad29c4b5d31315e02a4d21dc709f0dea3564380c037019429e42c2ba9e925 (165/165)
2026-06-26T02:14:50.552Z,ledger-service,sha256:33155d10cbc71fdb14f9df0a7aab9f4991457ef842a4b3faba9384696971d92b (16815722/16815722)
2026-06-26T02:14:50.552Z,api-gateway,sha256:33155d10cbc71fdb14f9df0a7aab9f4991457ef842a4b3faba9384696971d92b (16815722/16815722)
2026-06-26T02:14:51.485Z,ledger-service,extracting
2026-06-26T02:14:51.485Z,api-gateway,extracting
2026-06-26T02:14:56.822Z,ledger-service,sha256:bb67c9837c6a071b2db6278557e6372b3cd1049dbf05b46970ebcd3462a542a2 (175/175)
2026-06-26T02:14:56.822Z,api-gateway,sha256:bb67c9837c6a071b2db6278557e6372b3cd1049dbf05b46970ebcd3462a542a2 (175/175)
2026-06-26T02:14:59.520Z,api-gateway,sha256:94bb561620243b88baedb9d321e50bfd5987ee29c6f6c1934a91ae2f8958bac8 (1048576/1849789)
2026-06-26T02:14:59.527Z,api-gateway,sha256:ec533064323b9596a959f12635ca06c4ee0965ca1b44257c3e65fca566a63512
2026-06-26T02:14:59.555Z,api-gateway,sha256:6ec70c3408679fe252958bd9d16fdf7e8951194075dd0e784b7e1a844e1d50f1
2026-06-26T02:14:59.555Z,api-gateway,sha256:1e2a2f574cbcb3f5f0d1d81c43cd8f7ed0ae3a658e4fa49f240978906d68f1f9 (4194304/47229243)
2026-06-26T02:15:00.877Z,ledger-service,sha256:94bb561620243b88baedb9d321e50bfd5987ee29c6f6c1934a91ae2f8958bac8 (1849789/1849789)
2026-06-26T02:15:09.904Z,ledger-service,sha256:6ec70c3408679fe252958bd9d16fdf7e8951194075dd0e784b7e1a844e1d50f1 (4194304/8355606)
2026-06-26T02:15:09.905Z,ledger-service,sha256:1e2a2f574cbcb3f5f0d1d81c43cd8f7ed0ae3a658e4fa49f240978906d68f1f9 (24117248/47229243)
2026-06-26T02:15:10.026Z,ledger-service,sha256:ec533064323b9596a959f12635ca06c4ee0965ca1b44257c3e65fca566a63512 (2097152/144111197)
2026-06-26T02:15:10.035Z,ledger-service,sha256:e5820a814e8c90e2b86457ad1da29a79516ae242489d7bf67ea216d150c1efdc (5242880/13141060)
2026-06-26T02:16:36.682Z,ledger-service,[INFO] Scanning for projects...
2026-06-26T02:16:36.733Z,api-gateway,[INFO] Scanning for projects...
2026-06-26T02:16:36.733Z,api-gateway,
2026-06-26T02:16:37.249Z,ledger-service,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/ledger/ledger-parent/1.0.0/ledger-parent-1.0.0.pom
2026-06-26T02:16:37.262Z,api-gateway,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/com/ledger/ledger-parent/1.0.0/ledger-parent-1.0.0.pom
2026-06-26T02:16:38.740Z,ledger-service,[ERROR] [ERROR] Some problems were encountered while processing the POMs:
2026-06-26T02:16:38.740Z,ledger-service,"[FATAL] Non-resolvable parent POM for com.ledger:ledger-service:1.0.0: Could not find artifact com.ledger:ledger-parent:pom:1.0.0 in central (https://repo.maven.apache.org/maven2) and 'parent.relativePath' points at wrong local POM @ line 7, column 13"
2026-06-26T02:16:38.740Z,ledger-service,"'@"
2026-06-26T02:16:38.744Z,ledger-service,[ERROR] The build could not read 1 project -> [Help 1]
2026-06-26T02:16:38.744Z,ledger-service,[ERROR]
2026-06-26T02:16:38.745Z,ledger-service,[ERROR]   The project com.ledger:ledger-service:1.0.0 (/app/pom.xml) has 1 error
2026-06-26T02:16:38.746Z,ledger-service,
2026-06-26T02:16:38.747Z,ledger-service,"[ERROR]     Non-resolvable parent POM for com.ledger:ledger-service:1.0.0: Could not find artifact com.ledger:ledger-parent:pom:1.0.0 in central (https://repo.maven.apache.org/maven2) and 'parent.relativePath' points at wrong local POM @ line 7, column 13 -> [Help 2]"
2026-06-26T02:16:38.748Z,ledger-service,
2026-06-26T02:16:38.748Z,ledger-service,[ERROR]
2026-06-26T02:16:38.751Z,ledger-service,"[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch."
2026-06-26T02:16:38.751Z,ledger-service,[ERROR] Re-run Maven using the -X switch to enable full debug logging.
2026-06-26T02:16:38.751Z,ledger-service,[ERROR]
2026-06-26T02:16:38.751Z,ledger-service,"[ERROR] For more information about the errors and possible solutions, please read the following articles:"
2026-06-26T02:16:38.751Z,ledger-service,
2026-06-26T02:16:38.751Z,ledger-service,[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/ProjectBuildingException
2026-06-26T02:16:38.751Z,ledger-service,[ERROR] [Help 2] http://cwiki.apache.org/confluence/display/MAVEN/UnresolvableModelException
2026-06-26T02:16:38.787Z,api-gateway,[ERROR] [ERROR] Some problems were encountered while processing the POMs:
2026-06-26T02:16:38.787Z,api-gateway,"[FATAL] Non-resolvable parent POM for com.ledger:api-gateway:1.0.0: Could not find artifact com.ledger:ledger-parent:pom:1.0.0 in central (https://repo.maven.apache.org/maven2) and 'parent.relativePath' points at wrong local POM @ line 7, column 13"
2026-06-26T02:16:38.787Z,api-gateway,"'@"
2026-06-26T02:16:38.791Z,api-gateway,[ERROR] The build could not read 1 project -> [Help 1]
2026-06-26T02:16:38.791Z,api-gateway,[ERROR]
2026-06-26T02:16:38.791Z,api-gateway,[ERROR]   The project com.ledger:api-gateway:1.0.0 (/app/pom.xml) has 1 error
2026-06-26T02:16:38.791Z,api-gateway,"[ERROR]     Non-resolvable parent POM for com.ledger:api-gateway:1.0.0: Could not find artifact com.ledger:ledger-parent:pom:1.0.0 in central (https://repo.maven.apache.org/maven2) and 'parent.relativePath' points at wrong local POM @ line 7, column 13 -> [Help 2]"
2026-06-26T02:16:38.791Z,api-gateway,[ERROR]
2026-06-26T02:16:38.791Z,api-gateway,"[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch."
2026-06-26T02:16:38.791Z,api-gateway,[ERROR] Re-run Maven using the -X switch to enable full debug logging.
2026-06-26T02:16:38.791Z,api-gateway,[ERROR]
2026-06-26T02:16:38.791Z,api-gateway,"[ERROR] For more information about the errors and possible solutions, please read the following articles:"
2026-06-26T02:16:38.791Z,api-gateway,[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/ProjectBuildingException
2026-06-26T02:16:38.791Z,api-gateway,[ERROR] [Help 2] http://cwiki.apache.org/confluence/display/MAVEN/UnresolvableModelException
2026-06-26T02:17:33.849Z,Ledger Final/api-gateway,[INFO] Scanning for projects...
2026-06-26T02:17:33.849Z,Ledger Final/api-gateway,
2026-06-26T02:17:33.879Z,Ledger Final/ledger-service,[INFO] Scanning for projects...
2026-06-26T02:17:34.410Z,Ledger Final/api-gateway,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-parent/3.1.5/spring-boot-starter-parent-3.1.5.pom
2026-06-26T02:17:34.426Z,Ledger Final/ledger-service,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-parent/3.1.5/spring-boot-starter-parent-3.1.5.pom
2026-06-26T02:17:35.292Z,Ledger Final/ledger-service,[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-parent/3.1.5/spring-boot-starter-parent-3.1.5.pom (13 kB at 15 kB/s)
2026-06-26T02:17:35.294Z,Ledger Final/ledger-service,
2026-06-26T02:17:35.299Z,Ledger Final/api-gateway,[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-parent/3.1.5/spring-boot-starter-parent-3.1.5.pom (13 kB at 14 kB/s)
2026-06-26T02:17:35.299Z,Ledger Final/api-gateway,
2026-06-26T02:17:35.339Z,Ledger Final/ledger-service,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-dependencies/3.1.5/spring-boot-dependencies-3.1.5.pom
2026-06-26T02:17:35.344Z,Ledger Final/api-gateway,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-dependencies/3.1.5/spring-boot-dependencies-3.1.5.pom
2026-06-26T02:17:35.550Z,Ledger Final/api-gateway,[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-dependencies/3.1.5/spring-boot-dependencies-3.1.5.pom (95 kB at 459 kB/s)
2026-06-26T02:17:35.560Z,Ledger Final/ledger-service,[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-dependencies/3.1.5/spring-boot-dependencies-3.1.5.pom (95 kB at 428 kB/s)
2026-06-26T02:17:35.560Z,Ledger Final/ledger-service,
2026-06-26T02:17:35.686Z,Ledger Final/api-gateway,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/assertj/assertj-bom/3.24.2/assertj-bom-3.24.2.pom
2026-06-26T02:17:35.686Z,Ledger Final/api-gateway,
2026-06-26T02:17:35.722Z,Ledger Final/ledger-service,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/assertj/assertj-bom/3.24.2/assertj-bom-3.24.2.pom
2026-06-26T02:17:35.867Z,Ledger Final/ledger-service,[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/assertj/assertj-bom/3.24.2/assertj-bom-3.24.2.pom (3.7 kB at 25 kB/s)
2026-06-26T02:17:35.875Z,Ledger Final/ledger-service,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/io/zipkin/brave/brave-bom/5.15.1/brave-bom-5.15.1.pom
2026-06-26T02:17:35.882Z,Ledger Final/api-gateway,[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/assertj/assertj-bom/3.24.2/assertj-bom-3.24.2.pom (3.7 kB at 19 kB/s)
2026-06-26T02:17:35.889Z,Ledger Final/api-gateway,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/io/zipkin/brave/brave-bom/5.15.1/brave-bom-5.15.1.pom
2026-06-26T02:17:36.062Z,Ledger Final/api-gateway,[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/io/zipkin/brave/brave-bom/5.15.1/brave-bom-5.15.1.pom (12 kB at 70 kB/s)
2026-06-26T02:17:36.063Z,Ledger Final/ledger-service,[INFO] Downloaded from central: https://repo.maven.apache.org/maven2/io/zipkin/brave/brave-bom/5.15.1/brave-bom-5.15.1.pom (12 kB at 65 kB/s)
2026-06-26T02:17:36.079Z,Ledger Final/ledger-service,[INFO] Downloading from central: https://repo.maven.apache.org/maven2/io/zipkin/reporter2/zipkin-reporter-bom/2.16.3/zipkin-reporter-bom-2.16.3.pom
