transaction_id,account_id,timestamp,ip_address,country,amount,tx_velocity_1h,tx_velocity_24h,user_avg_amount_24h,amount_to_avg_ratio,time_of_day_hour,is_weekend,device_fingerprint_age_days,is_international,account_age_days,failed_attempts_1h,distance_from_home_km,is_fraud
d3cc60be-8ede-42cf-8fcf-4d2a4cd3f6ad,acc_a835ff33,2026-07-11T12:18:42,55.159.60.112,USA,96.89,0,2,131.51,0.7368,11,0,19,0,613,0,5.6,0
fccbb78b-b84d-4fae-b9ac-7ecd82b1a959,acc_237e765d,2026-07-26T16:06:57,167.52.115.97,USA,124.95,0,4,93.79,1.3322,18,0,124,0,588,0,21.0,0
e99f77d2-72e3-47af-a62c-e1880164cc5d,acc_fd02eb30,2026-07-29T18:31:02,2.183.80.219,USA,109.2,2,5,109.95,0.9932,18,0,6,0,821,0,1.9,0
9feca8a8-3b67-41e6-8f2f-0f9d88303bd3,acc_fc47a127,2026-07-09T02:29:07,199.209.229.72,FM,6074.32,6,10,24.74,245.5263,4,1,1,1,53,3,1662.1,1
454798d9-d0d1-4c8a-ab0a-0a80689d9d3b,acc_66c4fc3e,2026-07-08T06:33:22,184.219.82.210,USA,91.49,0,2,163.0,0.5613,7,1,51,0,140,0,7.0,0
3c2a1c9e-03b5-4896-86c9-b428f4542ecc,acc_964c4a72,2026-07-09T09:39:01,148.22.151.9,USA,79.95,1,3,108.53,0.7367,12,1,71,0,809,0,12.4,0
9b43324c-afd0-4396-bb31-caebc8ce14bb,acc_5368d5af,2026-07-28T01:21:54,118.208.250.222,USA,23.62,0,1,27.01,0.8745,16,0,49,0,1004,1,8.2,0
23655e52-fe72-47b2-8a78-4aa62b6809ff,acc_a141712b,2026-08-02T00:09:46,208.5.126.119,USA,87.3,0,2,75.11,1.1623,10,0,136,0,972,0,0.3,0
a9473481-c178-4e0e-942b-41e6609cdb6e,acc_1b1635f7,2026-07-15T06:44:50,70.125.162.207,USA,114.85,0,2,130.6,0.8794,3,0,210,0,579,0,9.9,0
c24369e7-2387-4af6-94c3-a832b231c60b,acc_a3a4419f,2026-07-29T13:41:29,16.43.4.140,USA,92.22,0,3,88.52,1.0418,14,0,224,0,443,0,12.1,0
c6009101-b9b0-499e-8540-4be9e6d59568,acc_d24f6926,2026-07-10T05:32:13,85.68.61.225,USA,94.96,1,4,74.87,1.2683,0,0,102,0,420,0,4.1,0
faaf7867-3267-42ce-bbf3-e31454ff8e1f,acc_8289dd99,2026-07-28T23:21:13,95.18.196.113,USA,7.16,2,5,10.0,0.716,5,1,74,0,90,0,14.8,0
6589433f-13fa-4b22-b597-1f2f64972ae1,acc_5be59ce6,2026-07-16T14:54:07,116.178.59.24,USA,123.09,0,2,85.93,1.4324,18,0,76,0,132,0,6.9,0
701247c7-37b1-4ac3-9997-36a56f364773,acc_6b573cb0,2026-07-24T03:45:53,209.16.38.227,TJ,1737.53,3,7,68.94,25.2035,3,1,2,1,51,0,51.2,1
19901017-97ae-4fb5-b385-bf94c6332882,acc_e14a67df,2026-07-07T14:54:13,139.143.156.58,USA,111.55,0,2,96.47,1.1563,9,0,87,0,921,0,8.5,0
83f5eff3-d01d-4c67-a427-668994bf5286,acc_6ed71fe7,2026-07-18T19:12:58,220.80.115.114,USA,71.74,0,1,87.9,0.8162,10,0,238,0,82,0,0.4,0
02d530c3-031d-4dbd-a9df-2959cc4fafe7,acc_453506f6,2026-07-11T22:49:46,43.241.178.96,USA,50.38,1,4,51.4,0.9802,9,0,16,0,598,0,4.5,0
ef7e1940-f568-4574-93ca-aeb6f486a251,acc_ab6c14c2,2026-07-17T16:47:40,1.214.14.152,USA,119.28,1,2,105.15,1.1344,13,0,19,0,679,0,28.4,0
d591925b-b41b-4771-8213-7a0df505a2dc,acc_3ff66971,2026-07-28T19:57:07,5.55.2.62,CG,214.87,1,6,199.05,1.0795,19,1,20,1,606,0,6.3,0
388ef1bc-bac3-4397-8623-659c09d35e75,acc_f459ba3f,2026-07-18T05:45:48,50.254.142.167,USA,40.52,1,2,45.06,0.8992,23,0,847,0,436,0,3.2,0
d485d1ab-d4c6-4a13-a111-8eafd061b34d,acc_c9b8e11f,2026-08-03T15:53:04,108.80.68.64,USA,110.49,1,1,90.14,1.2258,10,0,100,0,1010,0,5.9,0
87f7230b-bf47-4567-bf4e-bb6673b94dd0,acc_44fc1698,2026-07-31T08:49:27,64.193.14.50,USA,32.35,0,0,51.36,0.6299,20,0,30,0,1174,0,6.2,0
8c1046bf-24b3-4794-a93d-b7fa8e8ded45,acc_6ae0e279,2026-07-22T05:06:55,68.43.28.175,USA,116.66,0,3,169.77,0.6872,11,0,181,0,631,0,11.3,0
7c0872ff-54d6-4608-bc8e-27f4fedc0961,acc_d98858fd,2026-07-31T21:32:25,36.23.141.16,USA,53.33,0,2,111.88,0.4767,12,0,145,0,488,0,10.9,0
b429dd83-3a30-42c0-9598-6116d3ff017e,acc_4e935bb9,2026-07-19T08:38:53,222.80.73.160,USA,101.19,1,1,106.36,0.9514,15,0,109,0,908,0,9.0,0
3501ce80-8aad-4693-ab42-88737162ef9f,acc_67a81335,2026-07-25T16:33:05,64.26.136.99,USA,41.36,0,2,38.13,1.0847,11,0,37,0,1028,0,5.7,0
3bfc8015-abe1-4bfd-8a9f-9e31d9879cee,acc_af404f0d,2026-07-17T23:25:31,157.80.123.174,USA,46.05,0,2,53.84,0.8553,9,0,113,0,123,0,8.4,0
23755bc8-7972-4629-b248-41dd619c4496,acc_f3a23ccd,2026-07-23T11:06:24,86.186.228.61,EG,56.5,1,8,74.19,0.7616,17,0,653,1,445,0,2.4,0
f60ff0e4-5207-4ff7-a319-a364cadbedcc,acc_9fa30958,2026-08-02T19:29:06,122.254.134.213,USA,274.33,2,8,234.01,1.1723,10,0,42,0,863,0,2.4,0
060d282e-32ad-48f8-8550-111a75a2657e,acc_da3988ca,2026-07-26T08:35:23,104.95.30.248,USA,42.38,0,6,38.55,1.0994,8,0,55,0,120,0,0.8,0
77d6b4c8-993f-407a-bc31-bdc0c8d98940,acc_01a82194,2026-08-05T04:39:25,158.83.84.171,USA,305.26,0,3,445.99,0.6845,0,0,84,0,889,0,14.9,0
85856e65-58e8-45c1-bc13-67ef5d853afc,acc_9591f5c5,2026-07-28T04:34:27,182.14.137.143,USA,31.13,0,3,49.73,0.626,14,0,117,0,992,0,4.3,0
a7e19ab0-9425-429d-8400-8d41a50d01b2,acc_db9d3833,2026-07-12T02:22:54,70.99.102.222,USA,43.83,0,4,62.75,0.6985,11,1,339,0,288,0,19.7,0
9c315267-cf9a-47aa-ac75-9415ecd4ff6b,acc_185dc07d,2026-08-02T00:38:27,75.254.94.159,USA,72.69,1,4,47.68,1.5245,10,1,13,0,566,0,0.1,0
2ea6f6d7-246d-4b5d-acaf-562af5bcf12b,acc_d3bf68a4,2026-07-11T22:54:24,76.220.139.189,USA,42.52,1,5,54.93,0.7741,9,0,22,0,550,0,15.0,0
d53dcde1-f6e7-4812-b681-50b5f61bcfc8,acc_b9c90607,2026-07-15T07:25:19,28.33.151.100,USA,27.98,0,2,29.61,0.945,11,0,401,0,487,0,0.7,0
46d5da53-47c0-4098-a65d-b3cd6dedabb1,acc_434c94b4,2026-08-01T07:52:03,60.18.87.153,USA,105.69,0,4,95.01,1.1124,20,0,21,0,1009,0,5.1,0
56013093-7ca3-4cfb-b056-4b00770eb675,acc_68b58a8d,2026-07-14T01:38:46,75.158.25.180,USA,33.03,0,5,68.66,0.4811,13,0,19,0,109,2,8.0,0
1e84ef4d-80cb-4154-8923-d605dfdac013,acc_29db5352,2026-07-27T21:53:03,206.174.173.61,USA,31.72,0,1,35.14,0.9027,12,0,174,0,1046,0,0.9,0
502a12a5-630a-4016-afea-84f579f34373,acc_8d681df3,2026-07-12T14:18:06,71.221.221.151,USA,114.6,1,5,90.89,1.2609,23,0,36,0,794,0,7.4,0
7ed03c7b-b37b-4305-9f8d-c71681c0c81f,acc_2c4c095f,2026-07-11T22:24:58,183.218.220.106,USA,20.74,1,1,37.9,0.5472,14,0,206,0,130,0,1.0,0
fd398041-85cd-42fe-b26e-9e9aaa91593c,acc_fc2d55ba,2026-07-20T01:37:49,135.176.12.76,USA,129.55,0,4,120.88,1.0717,15,0,67,0,716,0,2.0,0
a1ea2803-35a6-4d33-a494-1c4a19b06d38,acc_849d9e24,2026-07-18T19:12:54,59.170.129.45,USA,28.72,1,2,46.31,0.6202,17,1,39,0,537,0,8.6,0
949be3ec-1968-4406-9d3b-f0b15206ae65,acc_10f303ba,2026-08-02T12:01:47,186.113.111.105,USA,70.55,0,2,72.08,0.9788,6,0,15,0,111,0,4.8,0
dcf10344-8e00-4007-b2d7-6a02b4796e77,acc_afd5affe,2026-07-10T05:26:32,146.36.202.95,USA,43.55,0,4,41.74,1.0434,9,0,352,0,52,1,14.4,0
7ab7832d-7fc6-4121-89dc-002865983dbc,acc_aed76a2c,2026-07-15T22:05:09,14.72.79.146,USA,56.24,0,2,61.04,0.9214,17,0,6,0,627,0,13.6,0
da2d6df9-a3c1-4a53-acf9-6a12e522266c,acc_13164f47,2026-07-14T07:27:54,128.105.176.152,KI,83.07,0,2,65.32,1.2717,18,1,43,1,516,0,12.8,0
106d3a06-239f-4129-ada9-71650e15c175,acc_d4283d6a,2026-07-20T13:47:36,96.46.189.12,USA,129.99,2,10,108.64,1.1965,8,0,160,0,930,0,19.9,0
debef30e-c7a2-4fd9-b72e-668032578935,acc_56106e7c,2026-07-23T12:00:06,17.37.107.108,USA,205.16,2,6,121.45,1.6893,16,0,170,0,1106,0,15.5,0
8eeccbf2-3ade-497e-9fd8-1ffc451b53d4,acc_395dae67,2026-07-12T12:05:20,192.206.127.217,GN,118.57,0,2,124.37,0.9534,7,1,132,1,865,0,2.3,0
07696f6a-549f-4643-a71f-d3e7988b6c3a,acc_006ab5e1,2026-07-10T20:34:04,20.208.147.4,USA,39.62,0,3,37.75,1.0495,13,1,734,0,292,0,3.4,0
76fa2bea-9208-4d6e-87d5-dabdf7cd869a,acc_e8a32c0b,2026-07-08T16:32:55,161.190.149.247,USA,86.27,0,1,67.12,1.2853,6,1,144,0,1054,0,2.0,0
6163d267-b869-45ca-8cb9-1e8741765a5e,acc_f289cbdf,2026-08-02T03:29:18,214.170.55.240,USA,126.92,1,1,150.77,0.8418,11,1,170,0,247,0,5.0,0
778e0af4-b054-45b0-a8e4-35f936b07c3e,acc_5b00009d,2026-07-10T15:15:43,149.165.140.83,USA,41.3,0,2,34.56,1.195,2,0,10,0,253,0,22.9,0
f94c105b-af87-41b8-bc9e-4870bc3414a0,acc_8a1d8cd6,2026-07-27T08:19:05,153.33.181.70,USA,261.78,0,3,170.0,1.5399,19,0,321,0,323,0,0.7,0
d672923b-85c1-480e-9640-3804bec0807e,acc_6a4ac10a,2026-07-21T19:01:58,132.0.79.17,USA,75.69,1,3,61.06,1.2396,9,0,29,0,760,0,10.0,0
2e238260-d261-4228-801e-49342a3534f2,acc_bfef880b,2026-08-01T05:39:22,40.6.161.196,USA,45.87,0,2,52.66,0.8711,15,0,46,0,427,0,4.4,0
1748e665-c3f6-4983-ba4e-6770aa9bc41c,acc_5a598567,2026-07-10T23:49:13,101.231.214.250,USA,197.01,0,1,135.84,1.4503,17,0,37,0,577,0,0.4,0
948cbadd-0937-43d8-bf88-9a792bc9ba8f,acc_41150f05,2026-07-13T01:52:17,39.92.116.207,USA,155.86,1,3,89.4,1.7434,2,0,333,0,465,0,3.5,0
3876fdaa-7af8-4c9f-a913-cb7645071807,acc_b97e68fc,2026-07-28T01:35:46,208.140.117.75,USA,47.98,1,3,37.12,1.2926,16,0,116,0,264,0,4.6,0
530fdcf4-9241-4b77-bec2-0c9235857290,acc_3050c267,2026-07-28T04:47:50,139.49.55.124,USA,116.07,3,6,164.6,0.7052,20,0,76,0,1141,0,5.1,0
8c5deec3-3342-4d76-8557-aa3116c52d2a,acc_519acdcb,2026-08-04T18:53:32,62.56.36.135,USA,90.18,0,2,102.25,0.882,9,0,31,0,141,0,22.8,0
cdca3c18-cb10-438b-94c2-4e8081dce43b,acc_3649dfca,2026-07-29T09:43:41,146.90.19.213,USA,96.88,0,3,129.47,0.7483,14,0,78,0,948,0,35.1,0
79472ea4-1a85-4d69-b44c-96cc3f48e5f0,acc_f6320433,2026-07-07T23:51:55,175.140.239.86,USA,85.02,0,6,72.53,1.1722,16,1,63,0,225,0,1.1,0
18bf4a71-2609-4490-819e-83150b8dcc73,acc_f786ef49,2026-07-12T08:50:25,41.108.233.92,USA,55.0,1,5,41.05,1.3398,17,0,37,0,248,0,6.8,0
d0ff5686-85d9-4cee-b78d-2db75a46b8d9,acc_ba04c9b0,2026-07-16T22:07:13,177.184.148.238,USA,43.71,1,4,33.1,1.3205,16,0,156,0,128,1,0.7,0
257a316b-2ca2-4ba9-9911-4045f8a63474,acc_e176cfde,2026-07-16T04:48:36,20.112.204.147,USA,142.37,0,2,122.87,1.1587,10,0,127,0,1053,0,1.6,0
d57097e6-6fd4-460a-bca5-2a0786302ad7,acc_22cde88e,2026-08-01T07:41:14,214.97.141.10,USA,26.56,0,0,58.63,0.453,12,0,301,0,749,0,1.1,0
dc1af964-20fd-4e69-84f9-22c54b21997c,acc_2ea3dec7,2026-07-25T05:37:07,204.5.45.76,USA,101.57,1,8,75.47,1.3458,16,0,22,0,316,0,6.5,0
00ffb421-6a8b-4560-b8f9-d736a7c6464b,acc_7e17aee4,2026-07-16T16:59:59,100.48.54.237,USA,90.43,0,2,75.34,1.2003,12,0,292,0,848,0,13.3,0
7052924e-c725-4659-9057-26659cce63e9,acc_bc7b2486,2026-07-21T05:16:16,14.59.151.58,USA,65.75,0,0,80.6,0.8158,21,0,52,0,1019,0,0.2,0
95dbb3ba-9e07-420a-b017-aa8bd4ac7e27,acc_61b342d6,2026-07-27T22:27:57,113.109.159.138,USA,32.46,0,2,23.77,1.3656,21,0,28,0,613,0,14.4,0
4b84bfa9-ed99-45f0-ae5b-45cfe421bd67,acc_1d5b11bb,2026-07-21T22:12:47,164.155.84.156,USA,49.93,0,1,50.15,0.9956,9,1,79,0,698,0,16.3,0
a72ec4ed-116c-49b8-a5a6-55983c8ec0ac,acc_ead6e3c9,2026-07-12T07:24:50,202.188.244.164,BY,68.76,0,5,82.71,0.8313,13,0,51,1,731,1,11.5,0
613069c7-70d1-4ace-b300-7ea90109c230,acc_3ed22db9,2026-07-10T02:37:56,48.91.138.101,USA,28.7,1,4,27.45,1.0455,11,0,95,0,874,0,0.4,0
cff440eb-0730-44e4-a634-90a121737acd,acc_ef36fa47,2026-07-11T13:57:54,87.80.207.112,USA,83.84,0,0,91.35,0.9178,14,1,196,0,1053,0,1.0,0
55be5b5f-ef12-48b2-a375-a849b771174f,acc_6d4306d2,2026-07-19T20:10:06,116.188.143.57,USA,243.88,0,5,155.72,1.5661,23,0,381,0,793,0,3.5,0
7a9feedd-0e60-4b33-9e1e-af355a039041,acc_f2d461c3,2026-07-12T05:06:26,209.157.138.220,USA,22.53,1,2,20.54,1.0969,5,0,165,0,380,0,8.2,0
2b7c5ee3-42a2-4950-adeb-5687949aca46,acc_08c9cb41,2026-07-31T06:02:45,26.218.137.42,USA,78.39,0,1,67.87,1.155,23,1,132,0,1140,0,6.1,0
091bd5bf-c242-4f13-aa8c-53d4c061bea1,acc_f749d0bf,2026-07-23T18:19:58,72.179.125.24,USA,36.95,0,0,39.26,0.9412,12,0,36,0,819,0,32.9,0
ce531151-8c9d-412b-8716-aa9f67257327,acc_85ba6c22,2026-07-20T13:43:54,171.195.62.84,USA,143.85,0,2,257.39,0.5589,18,0,54,0,556,0,11.0,0
826823eb-cf64-41b6-a9d6-dfcf4d4e495d,acc_1100e9da,2026-07-17T11:54:29,207.243.108.175,USA,56.47,2,6,45.21,1.2491,16,0,354,0,718,0,0.2,0
81e0d489-5a18-42a3-8e61-4bcd97674900,acc_a4e2fe98,2026-07-10T09:34:37,60.236.40.36,USA,24.08,0,2,26.22,0.9184,18,0,39,0,856,0,1.5,0
20bb36dd-257a-4126-9359-74a44a1c1637,acc_b40148c2,2026-07-23T06:52:38,200.7.234.207,USA,40.96,0,2,49.23,0.832,11,1,108,0,566,0,4.9,0
517ec7c8-15cd-4d70-a1e3-afdf85fcfa18,acc_7d337e23,2026-07-11T06:52:13,151.163.236.30,USA,73.8,2,3,48.02,1.5369,17,0,14,0,371,0,18.6,0
3cda3b1f-ea8d-4c3e-9e3a-f523af64ed73,acc_7e3be94a,2026-07-26T03:55:00,214.133.68.55,USA,89.43,1,3,69.02,1.2957,14,0,71,0,762,0,3.5,0
b69f68c3-e60f-4420-ac33-350c73b911d8,acc_e69f6342,2026-07-28T09:43:50,198.209.208.129,USA,55.53,0,5,52.83,1.0511,11,1,266,0,257,0,4.3,0
954d8809-1639-4c25-9ff9-c803dd804909,acc_33f6428d,2026-07-12T19:08:10,140.252.216.32,USA,54.52,0,5,41.71,1.3071,11,1,60,0,198,0,8.7,0
4dfcdc88-6be9-41e6-84b9-4d91479c8871,acc_b0bd9504,2026-07-14T07:04:25,13.123.73.69,USA,161.21,0,2,120.76,1.335,15,0,35,0,655,0,4.1,0
dc8aee30-be60-43f7-a8be-9288e5af6e39,acc_3e4eaede,2026-07-29T20:10:27,23.233.99.78,USA,54.31,1,5,70.71,0.7681,19,1,44,0,1071,0,7.7,0
